#ID,M1,M2,M3,M4,M5,M6,M7,M8
gene-Mtfp1,0.746307,0.961503,0.820351,0.682078,1.504329,1.175005,1.779411,2.352158
gene-Gm4606,0,0,0,0.0365,0,0,1.142181,0.109325
gene-Slx4,4.317812,5.517188,4.863043,5.736881,5.367922,5.83169,6.256212,5.287704
gene-Usp20,3.579499,3.299402,3.448183,3.364838,3.716824,3.04032,4.412813,3.872593
gene-Gdf11,2.06748,1.784821,1.937461,2.356352,2.332448,2.660429,0.156606,0.208117
gene-Usp22,42.425003,40.128727,29.468082,36.889626,26.952059,30.973272,7.010053,9.675614
gene-Usp24,12.806241,14.27163,11.811832,13.633662,12.794341,13.011417,9.188039,8.211173
gene-Usp25,18.208954,19.544673,23.772918,23.390711,20.372188,23.42736,26.401709,32.680644
gene-Usp26,0,0,0,0,0,0,0,0
gene-Usp28,5.770986,6.32886,6.94798,6.700597,6.055343,5.809191,4.912444,3.944284
gene-Usp29,0,0,0,0,0,0,0,0
gene-Gm46022,0,0,0,0,0,0,0,0
gene-Glipr1l1,0,0,0,0,0,0,0,0
gene-Glipr1l2,0,0,0,0,0,0,0,0
gene-Glipr1l3,0,0,0,0,0,0,0,0
gene-Ntng2,3.295526,2.95699,3.703099,3.640597,3.214805,2.896519,15.47273,10.452255
gene-Ntng1,0,0,0,0,0.004146,0,0,0
gene-Vmp1,62.152795,53.224207,63.493589,51.551337,66.11993,53.358793,64.843562,39.072281
gene-Bicra,2.588852,1.824934,1.71258,2.479882,2.252156,2.438468,2.587747,4.845856
gene-Tctn1,2.565484,2.928463,2.241531,2.588982,2.282756,3.092109,2.596198,2.746265
gene-Slc6a8,17.8937,26.022104,16.259264,19.033319,23.784562,25.720717,15.584227,3.476458
gene-Slc6a9,14.857814,12.669207,12.214788,12.586829,8.535724,9.82533,0.986336,1.445796
gene-Slc6a6,23.325836,26.987843,21.376188,28.277063,29.26322,34.063605,93.784283,87.75074
gene-Slc6a7,0.076203,0.146864,0.098273,0.052582,0.038507,0.06434,0,0
gene-Slc6a4,0.017681,0.117864,0.124586,0.159303,0.093121,0,2.404936,4.070801
gene-Gm3373,0,0,0,0,0.023749,0,0.13923,0.008376
gene-Slc6a2,0.105159,0.073922,0.142225,0.157942,0.040867,0.061911,0,0
gene-Slc6a3,0,0,0,0,0,0,0,0.055549
gene-Gm3376,0,0,0,0,0,0,0,0
gene-Slc6a1,0,0.024136,0,0,0,0.011015,0,0
gene-Gm6818,0,0,0,0,0,0,0,0
NewGene_8779,0.158721,0,0,0,0,0,0,0
NewGene_8776,0.102364,0,0,0,0,0,0,0.393928
NewGene_8772,0.435277,0.875168,0.458531,0.31289,0.699106,0.152933,1.249561,1.193415
gene-Coq9,21.374687,22.847775,17.365587,19.879107,20.01631,18.513151,17.31912,19.414253
gene-Gdf10,0.063641,0.391633,0.067301,0.026953,0.891994,1.022476,0,0
gene-Usp21,18.690613,15.993776,14.27851,14.586654,12.750441,13.222234,13.722295,12.737109
gene-Runx1,15.285428,16.101328,16.13217,12.320151,14.305508,13.513498,10.53672,18.951353
gene-Runx3,1.087384,1.443485,1.366663,1.154529,2.716365,3.22896,13.618192,9.550661
gene-Runx2,8.365136,9.157905,6.527854,7.647746,7.002561,7.157946,8.872615,5.032145
gene-Hspa1b-4,0.384319,0.156954,0.295451,0.606412,0.26225,0.06114,0.12831,0
gene-Hspa1b-3,0.061651,0.095186,0.082751,0.011278,0.231327,0.021841,0.111068,0
gene-Diras1,0.029548,0,0.028893,0.039857,0.029611,0.062677,0.015425,0
gene-Diras2,0,0.011801,0.010925,0,0.13366,0.100842,0.347401,0.670882
gene-Gdf15,5.008395,2.88824,3.051856,2.804954,3.966694,5.57392,26.176701,6.94062
gene-Cd300e,0.313963,0.34357,0.230776,0.202408,0.361865,0.307567,0.517313,1.175569
gene-Cd300c,0,0,0,0,0,0.149772,0.253531,1.412822
gene-2310057J18Rik,0,0,0,0,0,0,0,0
gene-Cd300a,3.08673,6.983357,5.224593,3.45408,19.30517,25.415318,38.612747,37.329081
gene-Hexa,55.317461,69.217576,64.708587,50.179517,102.134304,111.894986,247.64843,159.115753
gene-Hexb,46.501881,49.789543,48.546387,48.180248,54.137901,57.205082,97.732704,94.593269
NewGene_159,0,0,0.041961,0.190893,0.842897,0,0,0
NewGene_158,0.194154,0,0,0,0.302395,0.025012,0,0.235313
NewGene_155,0,0.362715,0.431242,0,0.080754,0,0,0
gene-Mysm1,5.687364,5.199246,5.625819,5.206928,5.016437,4.398497,10.115648,4.971365
NewGene_157,1.043433,0.227693,0.202624,0.052557,0.669803,0.294948,0,0
NewGene_156,0.057508,0,0.192171,0,0,0.369558,0,0
NewGene_153,0.830093,0.738083,0.789389,0,0.357714,0.297399,0,0
NewGene_152,0.811778,0.638169,0.291442,0.428377,0.541211,0.272917,0.867999,0.765658
gene-Olfr1328,0,0,0,0,0,0,0,0
gene-Olfr1329,0,0,0,0,0,0,0,0
gene-Olfr1324,0,0,0,0,0,0,0,0
gene-Olfr1325,0,0,0,0,0,0,0,0
gene-Olfr1322,0,0,0,0,0,0,0,0
gene-Olfr1323,0,0,0,0,0,0,0,0
gene-Olfr1320,0,0,0,0,0,0,0,0
gene-Olfr1321,0,0,0,0,0,0,0,0
gene-Rhof,2.047388,2.12556,1.965207,2.394499,4.293429,4.704856,14.83043,21.797206
gene-Rhog,50.521015,55.917141,56.103714,52.222832,83.234024,84.91391,249.270996,209.2771
gene-Rhod,7.210009,7.690679,8.570161,8.25647,7.798357,8.324111,2.843028,0.603131
gene-Rhob,124.960236,123.324478,123.28447,122.763649,128.193115,121.983368,31.771366,34.375099
gene-Rhoc,133.691924,125.422258,137.546868,127.242782,124.599362,135.897213,29.806548,11.755024
gene-Rhoa,387.465141,339.415289,319.703182,333.355977,321.512659,313.620884,292.386991,263.940835
gene-Rhoj,9.145612,10.418101,9.880323,13.628284,9.304318,10.16407,1.284727,2.846116
gene-Rhoh,0.776497,1.112239,1.193401,1.011787,2.286756,2.354452,3.087796,4.515501
gene-Trim12c,5.263377,6.629284,12.271208,10.725783,9.732813,12.133171,6.940478,9.296274
gene-Trim12a,4.945461,4.364942,10.446097,9.544744,8.60283,9.422653,6.925268,11.813581
gene-Rhou,14.625059,14.147599,13.578294,13.771995,13.586611,13.823401,3.684758,7.145441
gene-Rhoq,18.569786,19.215454,17.740709,17.209467,17.877514,20.26111,36.602173,27.754066
gene-Wdr46-2,16.20219,15.914946,15.46918,18.644598,16.149111,13.864235,3.636556,10.800567
gene-Wdr46-3,0.430654,0.166717,0.128224,0.470222,0.437305,0.439334,0.079565,0.251521
gene-Wdr46-4,0,0.123472,0,0.075231,0.005721,0.324564,0.046472,0.10546
gene-Gm765,0,0,0,0,0,0,0,0
gene-Tysnd1,8.922204,7.039173,9.331707,9.559789,8.940112,8.239197,10.769153,13.222472
gene-Lgmn,129.007863,174.535717,181.929237,169.455454,360.595275,380.212174,161.974813,73.365743
gene-Gatm-2,7.112373,14.768134,14.320045,6.059313,14.471981,13.033333,6.121778,10.351172
gene-Ssmem1,0,0,0.112732,0,0,0,0.144441,0
gene-Ngfr,19.815783,27.048246,21.39418,18.359573,22.269756,21.215305,0.042582,0.030301
gene-Rap1gap,1.131722,0.973562,1.250666,0.999535,1.114601,0.903276,0.949355,1.116916
gene-Hid1,1.455995,1.446382,0.883187,1.048815,1.165224,1.459921,0.820071,0.241547
gene-Lipm,0,0,0,0,0.009279,0,0,0
gene-Lipn,0.035141,0.147461,0.081817,0.088925,0.067099,0.438159,1.221772,1.130522
gene-Liph,0,0,0.059035,0.104461,0.012254,0.054081,0.182472,0.09187
gene-Lipi,0,0,0,0,0,0,0,0
gene-Lipk,0.042515,0,0,0,0.061253,0,0,0
gene-Lipe,2.175934,2.209583,1.880624,2.583791,2.886168,2.677005,16.010169,20.928648
gene-Lipf,0,0,0,0,0,0,0,0
gene-Lipg,0.274315,0.30178,1.110032,0.913123,0.315461,0.401089,2.525389,64.821884
gene-Lipa,22.157909,25.854356,22.366321,22.563341,36.410884,49.223026,88.956189,80.38291
gene-Lipc,0.253124,0.151535,0.217898,0.199999,0.098403,0.070665,0.349298,0.200748
gene-Gm5923,0,0,0,0,0,0,0,0
gene-Gm52451,0,0,0,0,0,0,0,0
gene-Gm5926,0,0,0,0,0,0,0,0
gene-Kif16b,6.154789,6.165281,4.939065,5.828171,5.015073,4.963042,9.516056,4.610934
gene-Carnmt1,6.892663,6.294474,6.346128,7.660011,6.778743,7.929521,7.208877,5.471503
gene-Hoatz,0,0,0,0,0.051724,0.236983,0.17815,0.038281
gene-Sap30l,10.976858,10.860763,11.645384,9.66877,12.45096,11.643331,8.889681,7.534345
gene-Sparcl1,23.068032,24.427946,15.268646,14.433989,17.545158,17.935244,0,0.047556
gene-Def6-2,2.521065,6.200258,4.998013,6.106843,5.97841,6.543136,10.955794,17.689693
gene-Ptgds,0,0,0,0,0,0,0.235526,0.438204
gene-Ptgdr,0,0.015125,0,0,0,0,0,0
gene-Tent5d,0,0,0.032586,0.147946,0.121957,0.049752,0.015604,0
gene-Tent5c,0.813797,1.36034,1.841937,1.677345,1.86772,3.074139,11.133083,2.738127
gene-Tent5b,9.099962,8.119032,3.80807,8.207792,6.022209,6.130387,0,0.091825
gene-Tent5a,3.781521,4.464704,6.978061,4.660086,5.84843,6.304979,10.578971,9.247661
gene-Olfr847,0,0,0,0,0,0,0,0
gene-Olfr846,0,0,0,0,0,0,0,0
gene-Olfr845,0,0,0,0,0,0,0,0
gene-Olfr843,0,0,0,0,0,0,0,0
gene-Olfr849,0,0,0,0,0,0,0,0
gene-Nbr1,34.618993,30.504281,30.374479,31.564597,24.490349,27.775269,24.237772,14.07553
gene-Coch,0,0,0,0.041531,0.133474,0.023936,0.541135,0.046025
gene-Tagln2,364.562225,378.400299,393.058289,403.06192,423.604828,417.821259,585.053223,541.237854
gene-Gm8094,0,0,0,0,0,0,0,0
gene-Cpa6,0.262678,0.237961,0.288452,0.540792,0.373053,0.362578,0.138927,0.029782
gene-Cpa5,0,0,0,0,0,0,0,0
gene-Cpa4,0,0,0.017424,0,0,0,0,0
gene-Cpa3,0.397294,1.354344,1.170645,1.529408,3.4336,1.973993,44.055235,55.078296
gene-Cpa2,0.431961,0.568384,0.762336,1.483547,0.419444,0.423751,0.452348,0.231765
gene-Cpa1,0,0,0,0,0,0,0,0
gene-Dnah11,0,0,0,0,0,0,0,0
gene-Dnah10,0.003392,0.005698,0.006552,0,0,0,0,0.002968
gene-Dnah12,0.001798,0.003497,0.011934,0,0,0.022127,0,0.001415
gene-Dnah14,0.013249,0.033235,0.012001,0.011768,0.010381,0,0.029706,0.038645
gene-Dnah17,0.078957,0.10079,0.07877,0.071259,0.063092,0.047754,0.580557,0.27419
NewGene_7759,1.219071,1.132657,1.909944,1.97191,0.386243,0.383255,0,0
NewGene_7758,0.132968,0.372,0.82394,0.532592,0.299983,0.254653,0,0
gene-Cox16,18.517067,9.622859,15.146935,14.744815,17.40278,12.422598,7.958565,8.168321
NewGene_7753,0.532351,0.359493,1.256603,0.197009,0.739648,0.914954,1.092064,1.207757
gene-Cdkn2aip,18.072131,14.986827,15.105244,17.408106,14.381853,13.783173,5.787209,4.799657
gene-Ttll10,0,0,0,0,0,0,0,0
gene-Ttll11,0.364169,0.4381,0.313846,0.266352,0.657063,0.527908,0.368777,0.170927
gene-Ttll12,22.587698,22.677944,18.030977,22.816589,22.640953,24.550203,6.789302,12.097144
gene-Ttll13,0.080661,0.122386,0.0409,0.085102,0.110213,0.093158,0.064451,0
gene-Lcn8,0,0,0,0,0,0,0,0
gene-Lcn9,0,0,0,0,0,0,0,0
gene-Cd3eap,8.530543,9.639484,9.338108,10.562865,9.945923,10.76565,8.145164,9.434352
gene-2810004N23Rik,36.649063,29.609856,35.208096,37.427387,31.571493,26.644335,7.993465,16.393353
gene-Ciapin1,22.573649,17.010968,17.52101,21.569641,22.221643,19.754618,14.900462,12.599505
gene-Lcn2,0.918275,1.570232,1.69892,2.040654,0.992108,1.491029,914.609985,1350.144653
gene-Lcn3,0,0,0,0,0,0,0,0
gene-Lcn4,0,0,0.397278,0.228194,0.349036,0.754214,0,0.345451
gene-Lcn5,0,0,0,0,0,0,0,0
gene-Lcn6,0,0,0,0,0,0,0,0
NewGene_2825,0,0,0.07717,0,0.094867,0.460845,0,0
NewGene_3273,0,0.021795,0.037804,0,0.350141,0.153385,1.703998,0.3712
gene-Tacc1,3.415871,3.989585,3.343002,2.632612,4.775765,5.559432,11.78813,16.14096
NewGene_3275,0,0,0,0.168052,0,0,0,0
NewGene_3278,0,0,0.273409,1.165792,0.510816,0,0,0
gene-Appl2,24.445269,26.687987,15.304336,16.321984,14.456606,14.212222,19.820919,10.558886
gene-Adamtsl5,10.384997,11.331843,9.760306,11.955022,7.668701,9.438357,0.944628,1.122106
gene-Adamtsl4,19.984989,23.640609,16.172229,17.56488,14.499103,15.926636,1.990515,2.769049
gene-Adamtsl3,0.64147,0.666592,0.347751,0.586051,0.279886,0.402571,0,0.014239
gene-Adamtsl2,0.12895,0.210453,0.193142,0.265291,0.078073,0.145766,0,0
gene-Adamtsl1,0.326347,0.323983,0.4989,0.152076,0.713489,0.75093,0,0.010431
NewGene_1691,0.141899,0.098813,0.315284,0.312507,0.347708,0.267778,2.481855,3.588511
NewGene_1694,0,0,0,0.168052,0,0,0,0
NewGene_1699,2.711632,2.500707,3.731415,2.482792,2.078805,2.557228,0.784258,2.222741
gene-Nup188,25.116484,27.868462,23.960156,25.855139,22.506738,23.661436,9.800323,13.088475
gene-Krtap28-13,0,0,0,0,0,0,0,0
gene-Zc3h11a,41.909469,40.254563,37.748074,36.842661,33.018881,33.64393,47.790985,33.271661
gene-Polrmt,6.968298,6.669634,6.751069,7.855437,6.580213,6.715022,5.744715,6.731136
gene-Fibp,22.674338,21.296266,17.819954,18.736267,23.231298,22.538443,29.638363,24.132793
gene-Fam25c,0,0,0,0,0,0,0,0
gene-Ctnnd2,0.102273,0.131664,0.085013,0.152438,0.485954,0.321841,0.009184,0.312496
gene-Ctnnd1,35.670656,28.13872,21.701544,35.416349,28.641354,21.588296,13.39663,10.839603
gene-Btbd35f7-2,0,0,0,0,0,0,0,0
gene-Olfr1-2,0,0,0,0,0,0,0,0
gene-Srxn1,23.245691,23.779491,21.399355,22.522797,26.104811,30.426838,75.118309,25.201025
gene-Cox10,7.808142,7.740481,7.993034,8.906792,10.035261,7.945001,3.574818,6.740254
NewGene_2582,0.148451,0,0.04048,0.755244,0,0,0,0
NewGene_2587,0.294084,0,0.08928,0.064062,0.322687,0,0,0
NewGene_2586,3.623696,3.732107,3.935134,4.716684,2.618247,3.437157,0.241142,1.020897
NewGene_2584,0.965957,1.540855,1.880654,1.877606,1.12466,0.955627,0,0
gene-Bckdhb,8.326336,9.898421,6.216443,7.718276,7.647406,6.940471,1.280911,4.292462
gene-Bckdha,17.553822,15.487128,11.513811,15.983203,14.504651,15.005415,20.629659,25.190204
gene-Drd3,0,0,0,0,0,0,0,0
gene-Drd2,0,0,0,0,0.017073,0.023748,0,0
gene-Drd1,0.040479,0,0.042806,0.067859,0,0.013633,0.174364,0.029767
gene-Drd5,0,0,0,0,0,0,0,0
gene-Drd4,0.073103,0.039942,0,0,0.119176,0.191798,0,0
gene-Olfr112-2,0,0,0,0,0,0,0,0
gene-Olfr112-3,0,0,0,0,0,0,0,0.012408
NewGene_3183,0,0,0.263327,0,0.202093,0,0,0
gene-Olfr112-4,0,0,0,0,0,0,0,0.012408
NewGene_3187,7.798375,8.437067,7.006339,8.953657,8.47953,9.625153,25.14747,10.359233
gene-Tctn3,4.035553,3.678996,3.927672,4.19851,3.778356,3.470317,3.875147,2.417263
gene-Tctn2,2.703195,2.479483,3.176905,3.114888,2.674981,2.419491,0.07125,0.110698
NewGene_2635,0,0.53902,0,1.088025,0,0,0,0
NewGene_2634,0.923449,0.886981,1.477346,1.494593,1.42624,1.365942,0.196611,0.068257
NewGene_2636,0.394371,0.466337,0.721876,0.565945,0.423923,0.479782,0,0
gene-Fnta,40.917984,36.182827,39.153557,41.550407,40.971443,36.387516,27.905527,27.471666
gene-LOC665918,0,0,0,0,0,0,0,0
gene-Fntb,9.330095,8.423443,8.853189,7.69898,7.98101,9.448926,1.378663,4.174685
gene-Ubtfl1,0,0,0,0,0,0,0,0
gene-Zar1,0,0,0,0,0.035465,0,0,0
gene-Ppp6c,28.793708,23.921141,26.282685,25.30349,31.007874,29.873417,37.520159,35.471378
gene-Xk,0.056558,0.04625,0.009985,0.029958,0.128062,0.188423,1.088873,1.505238
gene-Pla2g2e,0.239853,0,0.384881,0.427672,0.729609,0.26744,0.845052,0.113153
gene-C1ql4,0.042024,0.070361,0,0,0.062834,0,0,0
gene-C1ql3,0.034696,0.137585,0.076269,0.10283,0.066697,0,0.603381,0.103646
gene-C1ql2,0.015872,0,0,0,0,0,0,0
gene-C1ql1,0.05541,0,0.033659,0,0.027948,0,0,0
gene-Heca,7.253043,7.401886,7.663821,8.107929,7.260644,7.407032,11.998221,9.506932
gene-Ncbp3-2,3.218416,2.854807,2.433421,3.115214,3.293367,2.839286,3.727344,4.60324
gene-Vwa2,0.02592,0,0.019907,0.028615,0.021919,0.014542,0,0
gene-Vwa1,5.451462,5.901999,4.657574,5.18514,6.975996,7.53636,0,0.200505
gene-Vwa7,0.025246,0.006777,0.027585,0,0.007455,0.012316,0.013143,0.005257
gene-Snip1,21.563411,20.342009,19.933946,23.513207,18.460243,19.39056,16.517025,18.286814
gene-Gtf2f1,57.302412,58.374287,62.961298,70.424408,61.075651,61.57881,54.458219,60.072726
gene-Gtf2f2,22.31299,19.697552,17.940013,22.628428,25.461447,22.24424,24.841855,28.448769
gene-Vwa8,7.951807,8.524439,5.516131,7.307179,7.110426,6.713363,3.94638,3.941435
gene-Mepe,0,0,0,0,0,0,0,0
NewGene_7033,0.118169,0.140337,0.081002,0.042398,0.150993,0.087016,0.253459,1.190157
gene-1810046K07Rik,0,0,0,0,0,0,0.072983,0
gene-Gm45935,1.330166,2.131676,1.191339,1.409778,2.347703,2.57776,0,1.489022
gene-Defb28,0,0,0,0,0,0,0,0
gene-Mnat1,18.769838,15.3789,16.956471,16.847519,14.3422,13.739691,5.021268,8.334284
gene-A2ml1,0,0,0,0,0,0,0,0.031453
gene-Phyhd1,2.971977,3.555934,3.161952,1.929977,4.675167,6.094459,2.142712,0.886971
NewGene_6639,0,0,0,0,0,0,0.135539,0.952147
NewGene_6638,0.076385,0.097184,0,0.209714,0.27139,0.118276,0.656593,1.028044
NewGene_6634,0,0,0,0,0.087616,0.321112,0,0
NewGene_6636,0,0.282287,0,0,0.193904,0,0,0
NewGene_6631,0.317442,0,0,0,0,0,0,0
gene-Trcg1,0.017864,0,0,0,0,0,0.032724,0
gene-Vta1,33.064871,29.565804,40.157675,37.772768,39.585215,36.495427,33.524176,34.313129
gene-Fv1-2,0.545233,0.968625,1.424511,1.319096,0.843456,0.86903,0.394987,0.607102
gene-Mief2,2.286918,2.81092,2.887782,3.210305,2.920042,3.260518,3.69878,3.846539
gene-Mief1,8.420185,9.648416,8.672687,7.749908,8.106041,8.424347,8.422212,7.192128
gene-Bpifa6,0,0,0,0,0,0,0,0
gene-Bpifa5,0,0,0,0,0,0,0,0
gene-Bpifa3,0,0,0,0,0,0,0,0
gene-Bpifa2,0,0,0,0,0,0,0,0
gene-Bpifa1,0,0,0,0.005023,0,0,0,0
gene-Ssty2,0,0,0,0,0,0,0,0
gene-Ssty1,0,0,0,0,0,0,0,0
NewGene_3168,0.801875,0.648876,0.903684,0.330165,1.805578,1.559529,0,0
gene-Map1s,16.846118,17.458517,15.422547,16.761825,15.425722,16.870292,14.818341,15.020931
gene-Gm40353,0.077081,0,0.020542,0,0,0,0,0
gene-Map1b,12.35265,12.45774,11.356865,11.805876,10.309688,11.65415,0.146894,0.025297
gene-Map1a,1.62521,1.804917,1.389869,1.688642,1.486683,1.77739,0.039805,0.008248
gene-Tmem175,6.690767,5.598711,5.901486,6.862767,6.075895,8.445512,8.981352,4.320293
gene-Tmem174,0,0,0,0,0,0,0,0
gene-Npm2,0.234246,0.026104,0.276905,0.116333,0.343223,0.206877,0.125787,0.018177
gene-Npm3,61.829411,56.319153,65.255028,61.968338,73.764374,65.734344,14.152532,42.137955
gene-Tmem171,4.352204,5.362363,6.58822,7.147312,7.428517,6.489054,1.254188,1.450779
gene-Tmem170,3.223745,2.656432,2.975614,2.793336,2.481471,2.475751,1.319651,1.009931
gene-Tmem179,0.118857,0.043684,0.083675,0.249847,0.139565,0.114958,0.141785,0
gene-Tmem178,0.028076,0.091377,0.125092,0,0,0.584099,0,0.14091
gene-Rprd1b,16.051671,16.946319,13.451494,15.908815,14.365531,15.593439,7.924221,13.11581
gene-Lrrtm1,0,0,0,0.002634,0.002991,0,0,0
gene-Lrrtm2,0.956215,1.388259,1.425459,1.014293,0.983807,1.134464,0.008529,0
gene-Lrrtm3,0,0,0,0,0,0,0.01252,0
gene-Lrrtm4,0.011328,0,0,0.013892,0,0,0,0
gene-Map11,4.867114,6.446138,5.461969,4.819008,8.423661,8.03559,20.630869,36.054039
gene-Map10,0.075111,0.172089,0.153843,0.215227,0.506418,0.360254,0.225345,0.679789
gene-Fa2h,0,0,0,0,0,0.019307,0,0
gene-1110008P14Rik,7.089783,8.126025,9.251178,13.161738,12.373018,14.293806,44.360825,28.526735
NewGene_8578,0,0,0,0,0.245992,0.143975,0,0
NewGene_8579,0,0,0,0,0.315417,0,0,0
gene-Trappc3,48.446106,48.09285,52.065182,50.72821,55.032604,53.322739,94.425491,53.211239
gene-Slc16a13-2,0.090944,0.197648,0.064801,0.089743,0.336939,0.285445,1.396822,2.214601
NewGene_8572,0,0,0,0,0,0,1.005525,0.074238
gene-Rtraf,89.112831,73.523819,79.330338,74.978958,83.31424,73.888634,60.947617,58.274677
NewGene_8574,0.653214,0.555968,1.025028,0.658337,0.679706,1.016506,6.28049,3.661024
gene-Tcp11x2,0.246214,0.189698,0.813144,0.416817,0.29295,0.229003,0,0
gene-Prkag1,42.901964,39.05091,37.50776,45.077151,40.242278,41.699291,54.448845,76.156448
gene-Prkag2,7.70975,6.828415,5.987689,7.179599,6.716384,5.556754,6.786495,8.042742
gene-Prkag3,0.180798,0.126247,0,0.165559,0,0,0,0
gene-Hspa1b-2,18.094328,14.605291,9.075859,10.393233,5.010883,5.295801,1.075476,0.253187
gene-Ypel2,0.286682,0.401862,0.32797,0.320436,0.431896,0.567382,0.987974,0.299674
gene-Ypel3,18.518171,15.902961,14.243659,12.443191,23.183828,20.268318,38.543018,35.231777
gene-Ypel1,1.228231,0.407518,1.00145,0.592672,0.43168,0.424179,0.833497,0.149822
gene-Ociad2,11.007488,9.44921,9.399207,9.446514,8.279966,6.478912,0.430573,0.098218
gene-Ociad1,118.31547,113.457769,108.825888,110.935763,101.169604,101.60008,74.871282,77.71927
gene-Ypel5,18.14604,15.404322,16.953265,15.854122,17.553415,17.435447,39.541699,31.830911
gene-Slco6c1,0,0,0,0,0,0,0,0
gene-Mphosph8,16.39518,13.088184,11.115943,12.515271,9.576465,11.741667,13.016337,11.437642
gene-Mphosph9,1.726991,2.176186,1.663484,1.682715,1.691359,1.623621,2.938982,2.267698
gene-Mphosph6,24.586977,20.739486,23.626335,22.212994,23.989039,22.344421,13.18722,20.811077
gene-1600012H06Rik,13.881409,12.728406,15.898842,14.254451,15.926484,13.342835,20.866793,13.000491
gene-Gm10318,0,0,0,0,0,0,0,0
gene-Clpp,32.090519,26.229996,27.317179,31.385616,31.267067,28.003033,13.547325,23.383532
gene-Thoc5,24.769245,21.979723,22.771648,26.901873,25.693495,25.599132,15.981769,17.590811
gene-Thoc6,17.796419,17.87314,14.168811,13.705098,15.486657,14.219292,15.787111,24.93085
gene-Thoc7,41.659237,35.290897,39.819385,34.304591,39.384044,33.371145,27.060526,35.77862
gene-Thoc1,14.480164,15.086143,14.130081,14.227377,16.180555,15.751234,16.249214,13.294532
gene-Nr1d1,26.464684,30.244465,17.152025,18.143564,19.692085,21.689604,1.864905,0.157183
gene-Thoc3,18.562143,18.741463,17.344234,19.42301,17.411608,18.523561,9.762812,16.76614
gene-Hexim1,15.79151,17.050079,16.797537,19.757845,16.791267,16.567957,45.430656,19.168068
gene-Hexim2,2.241451,2.000898,1.525632,1.647358,1.674635,1.17256,2.34967,0.771807
NewGene_4098,0.083674,0,0,0.482844,0,0.335565,0,0
NewGene_4094,3.297668,3.700612,4.185768,3.745905,3.081449,3.068764,0,0
NewGene_4093,6.266161,4.264299,4.95456,4.684252,4.46174,4.606245,0.028514,0.024245
NewGene_424,0,0,0,0,0.052394,0,0.924297,0
NewGene_426,0.187543,0.399008,0.242968,0,0.381565,0,0,0
NewGene_422,0,0,0.107473,0,0.63727,0,0.374016,0
gene-Hba-x,0,0,0,0,0,0,0,0
gene-Clps,0,0,0,0,0,0,0,0
gene-1810010H24Rik,0.657574,0.445046,0.223353,0.220996,0.05074,0.015301,0.13873,0.154396
gene-Gapt,0.253954,0.712019,0.815229,0.595258,2.368063,1.343397,8.820514,50.230923
gene-Tagap,1.255882,2.290817,2.168646,1.238616,3.26087,3.191166,6.953426,15.733798
gene-Aldh5a1,0.621421,0.656557,0.687908,0.924269,0.66591,0.634397,0.119962,0.043995
gene-Tmem181a,10.559295,12.570439,11.853615,10.664147,12.104492,14.381543,13.445424,12.36505
gene-Gripap1,9.643893,10.419981,10.656723,10.289787,10.287608,11.094622,24.346307,21.703037
gene-AB124611,4.974906,9.604757,12.178435,9.1442,20.828256,26.046012,31.72351,76.064329
gene-Cyb5b,96.00235,79.30085,80.016838,88.443054,68.61132,66.558495,46.39275,48.180508
gene-Cyb5a,31.950951,37.529317,39.040854,35.549062,46.485691,45.128675,194.835232,122.061989
gene-Gm6902,0,0,0,0,0,0,0,0
gene-Zfp637,21.455818,19.324628,18.009054,18.17277,17.238705,17.921303,10.111327,7.441233
gene-Zfp638,12.699412,12.670748,13.376809,13.422466,11.187832,12.261479,11.02411,10.798954
gene-Zfp639,11.490846,15.121197,13.430435,13.118452,9.149613,12.756904,12.250168,13.662836
gene-Cyp17a1,0,0,0,0,0,0,0,0
gene-Spem2,0,0,0,0,0,0,0,0
gene-Spem1,0,0,0.076353,0.041565,0,0,0,0
gene-Fos,4.647464,7.396633,6.52807,5.690128,11.891568,13.710547,28.700682,13.584378
gene-Dmac2l,2.647785,3.262344,2.673082,2.167939,3.547238,2.155755,1.850017,1.785464
gene-Gm51263,0,0,0,0,0,0,0,0
gene-Ghitm,123.718721,108.87342,98.962499,102.067983,99.917921,105.228005,122.052587,66.705774
NewGene_5784,0.602767,0,0.236959,0,0.041561,0,0,0
gene-Brip1,5.836325,5.505274,5.731395,6.31906,4.575052,5.378769,2.548009,4.693841
gene-Gm52512,1.203313,2.100083,1.761461,3.193241,1.645461,0.637524,0.08366,0.383636
gene-Shc1,38.014986,36.777519,35.41937,39.246028,34.360202,34.604322,38.848324,51.543309
gene-Shc3,0,0,0,0,0.014521,0,0,0
gene-Shc2,0.942309,0.961342,1.024871,1.089641,1.163939,1.701521,0.024432,0
gene-Shc4,0.309376,0.448573,0.629525,0.614748,0.645611,0.529281,0.089848,0.107736
gene-Cracd,0.117642,0.176097,0.155027,0.312477,0.092666,0.13687,0.132012,0.193523
gene-Taf7,3.03685,2.825607,3.021627,2.510442,3.285891,2.604793,5.708378,5.05291
gene-Rpl3,1322.220764,1161.386719,1012.126701,1046.348785,953.15593,954.653367,304.244121,811.357559
gene-Rpl7,1583.834717,1315.484741,1386.949585,1366.432861,1238.235229,1137.617554,516.768677,833.3172
gene-Rpl6,1021.153219,914.937181,937.336291,910.777048,933.644481,817.753167,405.04583,783.285236
