#ID,M1,M2,M3,M4,M5,M6,M7,M8
gene-Kcnk12,0,0,0,0.231501,0.276474,0.093415,0.288293,1.35534
gene-Kcnk10,0,0,0.013578,0.010474,0.004275,0.014172,0,0
gene-Kcnk16,0,0,0,0,0,0,0,0
gene-Kcnk15,0,0,0,0,0,0,0,0
gene-Kcnk18,0,0,0.016607,0,0,0,0,0
gene-Htr5b,0.023584,0,0,0,0,0.191115,0,0
gene-Htr5a,0,0,0,0,0,0,0,0
gene-4930415L06Rik,0,0,0,0,0,0,0,0
gene-Dhrsx,9.467877,9.143025,10.204533,8.655079,10.604323,8.374574,5.230434,14.283978
gene-Bpifb1,0,0,0,0,0,0,0,0
NewGene_4089,0,0,0,0,0,0,0.384267,0
NewGene_4084,0,0.098775,0.155645,0.178947,0,0,0.265229,0.110413
NewGene_4086,0,0,0.167846,0,0,0,1.213755,0.060372
NewGene_4080,3.797416,1.981629,1.938459,2.246478,1.811511,1.686937,0,0
NewGene_4081,0.382798,0.121956,0,0.423462,0.4166,0,0,0
NewGene_4082,1.015444,0.261139,0.427593,0.216263,0.356573,0,0.149129,0
NewGene_410,0.437261,0.934319,0.419227,0.241631,0.630115,0.235373,0.572299,0.573686
NewGene_411,0,0,0,0,0,0,1.405274,1.020972
NewGene_412,0,0,0.029022,0,0.081081,0.110922,1.106268,0.556217
NewGene_415,0.467768,0.399856,0.404115,0.185159,0.483035,0.631371,1.173245,0.338823
NewGene_416,0,0,0,0,0,0,0,0.286768
gene-Mtpn,76.090462,74.45623,78.468178,77.941795,77.120834,80.239876,111.877571,89.816643
gene-Dhrs1,29.69713,30.853101,28.379538,32.823925,32.7384,32.395199,37.879826,45.862774
gene-Akain1,0,0,0,0,0,0,0,0
gene-Dhrs2,0,0,0,0,0,0,0,0.066841
gene-Zhx3,0.802711,0.568795,0.705326,1.069566,1.012571,1.065414,0.51365,0.727517
gene-Dhrs4,11.052613,9.242427,11.117615,12.440446,13.572885,11.405645,8.789378,11.172088
gene-Dhrs7,24.243488,23.690899,19.257769,19.197058,24.914757,22.703583,25.893364,44.415504
gene-Dhrs9,1.28763,1.782112,2.146719,2.936041,1.971437,2.020191,7.650176,11.993089
gene-Krtap31-2,0,0,0,0,0,0,0,0
gene-Chchd5,8.600172,7.423189,7.310364,7.655698,7.568906,5.795133,7.797348,5.727902
gene-Chchd4,17.797794,12.746758,18.648653,15.442659,23.575293,19.715267,14.233987,25.233219
gene-Chchd3,57.707049,56.629526,57.091648,54.424482,56.738098,51.954489,25.430017,44.229854
gene-Chchd2,197.457214,170.488953,201.370407,196.916977,226.281799,194.294327,233.836044,199.798309
gene-Chchd1,56.482697,52.264843,58.679798,52.115196,68.073242,46.077518,34.491142,41.214848
gene-Tcl1b3-2,0,0,0,0,0,0,0,0
gene-Pstpip1,7.124955,11.516095,10.371568,7.832011,21.710681,21.680689,24.991647,63.258641
gene-Pstpip2,3.113305,4.359694,2.008378,1.804808,4.903167,5.337453,10.485622,25.18959
gene-Olfr411-2,0,0,0,0,0,0,0,0
gene-Psme2b,13.335114,14.919674,21.180014,32.744759,35.480045,40.782257,18.906658,11.173682
gene-Twf1,41.378361,40.773469,43.074654,44.057004,48.461079,49.054302,25.081349,22.399122
gene-Man2a1,31.451885,34.192992,29.971302,30.064522,35.896552,39.151224,13.546327,18.146742
gene-Ythdf2,21.691269,20.570198,18.654545,22.019701,20.031221,20.277332,22.21212,17.473852
gene-Dhx16-2,3.919273,5.094124,4.867781,5.15269,2.897085,1.61625,1.473859,3.8916
gene-Dhx16-3,4.330076,5.391651,5.197838,5.489573,3.157916,1.803503,3.127317,4.145924
gene-Blnk,2.231887,3.227106,2.037587,3.485397,7.772063,6.815722,16.237888,10.497444
gene-Fkbp8,98.354201,95.210964,92.518239,92.368571,96.571159,94.989077,113.21506,115.201354
gene-Zmiz1,31.623912,31.488186,26.422205,27.862926,23.307691,25.548958,26.703066,22.828304
gene-Zmiz2,12.258651,13.169219,11.893936,13.699196,14.073424,14.295171,42.067954,53.671405
gene-Fkbp3,86.602356,81.452408,88.054337,84.601318,79.182884,58.335133,29.11812,46.135452
gene-Fkbp2,30.059666,20.395447,23.3327,18.637556,32.366217,24.187926,17.143048,48.641602
gene-Fkbp7,19.264669,17.454428,22.149709,17.104462,19.810151,21.287818,0.879798,0.549661
gene-Fkbp6,0,0,0,0,0,0,0,0
gene-Fkbp5,18.98402,16.883766,18.55505,18.112543,17.356977,15.775415,6.78151,17.394564
gene-Ypel2-2,0.286682,0.421654,0.368305,0.341006,0.476326,0.642216,1.082157,0.352891
gene-Tll1,0.143661,0.301461,0.270839,0.133884,0.2176,0.17078,0,0
gene-F830045P16Rik,0,0,0.055052,0,0,0,0,0.037175
gene-Zfp623,8.590104,7.535494,7.15558,7.869048,7.395492,6.770935,5.463057,3.246654
gene-Zfp622,25.953867,23.892332,23.161871,23.609779,23.943268,23.045391,30.781542,18.353956
gene-Gm21245,0,0,0,0,0,0,0,0
gene-Gm21244,0,0,0,0,0,0,0,0
gene-Zfp626,1.574627,0.973147,1.390906,1.320821,1.278899,1.529459,2.242508,1.382202
gene-Gm21241,0,0,0,0,0,0,0,0
gene-Zfp629,3.023627,3.577683,3.714569,3.465156,2.611328,2.544081,3.678282,1.354311
gene-Zfp628,2.509112,3.032222,3.031378,2.991069,2.838686,3.509815,4.206839,4.410015
gene-Gm21249,0,0,0,0,0,0,0,0
gene-Gng13,0.059716,0,0,0,0.046919,0,0,0
gene-Gng12,23.594872,24.337774,26.695816,24.468111,24.056523,25.444627,34.668833,27.462993
gene-Lix1l,43.875328,36.140408,36.217316,40.893566,27.447157,28.757917,2.880306,1.28916
gene-Gng10,63.454765,63.371571,72.943512,68.552147,67.339737,56.562107,40.065437,83.837799
gene-Rbfox2,21.785593,21.863353,22.603038,23.561539,17.463583,18.094506,2.029128,2.400347
gene-Rbfox3,0,0,0,0.010877,0.002329,0.017504,0,0
gene-Rbfox1,0,0,0.001613,0.000866,0.000813,0.064827,0,0
gene-1110059G10Rik,3.819285,3.712786,3.921956,3.18778,4.06473,3.951021,4.44572,4.496298
gene-Fkbpl,0.601687,0.449277,0.396706,0.593137,0.616009,0.729253,1.039573,0.619268
gene-Ralgps1,0.612339,0.360909,0.39621,0.60224,0.745852,0.862024,3.904223,1.104072
gene-Kmt2d,2.72969,3.112936,2.590646,2.177927,2.283941,2.180429,3.80759,3.214335
gene-E2f8,28.677432,25.89712,24.070645,24.90239,25.696996,23.228586,13.90198,28.862713
gene-Ralgps2,0.16859,0.243284,0.161904,0.026521,0.337465,0.420866,1.868971,1.31076
gene-Wdr49,0.009913,0,0,0.017786,0.118129,0,0,0
gene-Wdr48,22.398734,21.476959,19.263119,21.012987,17.798839,16.198009,16.183367,15.717943
gene-E2f2,4.959682,4.554641,5.236478,4.371105,4.35449,4.642369,7.34166,25.320772
gene-E2f3,7.784795,8.295971,8.61721,7.800777,8.983197,7.682656,4.295862,7.908521
gene-Wdr45,12.752244,10.629306,11.552342,11.471854,7.949172,9.554586,12.052059,12.179916
gene-Wdr44,5.262736,5.31088,5.137213,5.100279,4.378175,4.573983,3.062242,3.892865
gene-E2f6,12.618003,10.430139,13.810591,13.034072,11.824485,13.049112,9.38943,12.509577
gene-E2f7,7.49168,7.914554,6.56481,7.045212,6.225768,6.410208,1.240179,4.302331
gene-Wdr41,10.529949,8.920302,9.317016,8.274105,10.768253,11.28721,8.241987,9.24044
gene-E2f5,14.565526,13.645216,11.798768,11.188297,12.853997,12.331917,11.187801,4.832743
gene-Rmnd1,9.750522,9.310686,9.259716,9.676262,7.409684,8.439874,15.786956,9.706113
gene-Paics,203.407001,157.216369,160.280125,166.355693,144.740136,129.262512,53.776749,90.980236
gene-Kmt2a,5.20304,4.855979,4.762773,5.317672,4.076196,3.823966,3.985853,2.620166
gene-Atp5j2,114.280746,109.76664,131.064606,112.942543,149.056046,102.767967,104.267288,171.162842
gene-Kmt2c,1.799316,1.917354,1.33542,1.732275,1.493394,1.742709,3.494151,3.680253
gene-Mfap3l,2.421203,2.731366,1.565036,1.870895,2.03209,1.51832,4.011746,0.822711
gene-Pltp,41.58427,42.572319,40.110695,34.682465,56.728043,67.608482,5.663457,8.739571
gene-Gm20594,0,0,0,0,0,0,0,0
gene-Gm20599,0,0,0,0,0,0,0,0
gene-Dcpp3,0,0,0,0,0,0,0,0
gene-Serp1,119.142204,100.940315,115.001938,118.13401,124.038155,123.278038,145.842957,203.45076
gene-Serp2,4.005546,4.515531,5.297918,5.023622,3.695646,5.583302,0,0
NewGene_5903,0.284694,0.348925,0.160262,0.113764,0.572021,0.045528,0,0
gene-Ect2l,0,0,0.041845,0,0.013106,0.035273,0.125504,0
gene-Bmt2,10.456847,9.651617,9.398459,9.844758,7.702492,7.535708,18.906784,9.885915
NewGene_5900,0.300608,0,0.623699,0.158715,0,0.01296,0,0
gene-Med14,13.897079,15.32684,12.774381,13.74061,12.583882,13.481488,7.47234,11.543428
gene-Cad,21.580275,23.904033,19.41332,23.02821,20.949776,22.566862,6.764608,17.777408
gene-Pigx,18.347905,13.147438,16.56023,14.872298,17.109374,17.174581,19.373915,28.034574
gene-Pigz,0.130992,0.274593,0.247542,0.539546,0.477342,0.691852,0,0.334803
gene-Adam15,46.37202,43.943956,46.366688,50.156266,47.985584,53.146324,34.162799,49.41285
gene-Pigt,39.613567,45.672666,35.337072,41.939551,39.13013,40.247218,32.164642,42.807746
gene-Pigw,5.587653,5.083185,6.032311,5.701464,6.036377,4.485078,4.057294,2.383175
gene-Pigv,3.288977,2.868753,3.459017,2.063049,2.334385,2.201596,2.414912,4.034758
gene-Pigq,22.301817,23.376223,20.115495,23.780526,21.176159,20.481193,21.326304,22.369258
gene-Pigp,19.397524,15.241983,21.334265,15.65778,18.974397,15.981693,9.82836,8.517033
gene-Pigs,32.995765,34.058238,30.364755,34.715847,32.547853,34.025068,38.581504,38.705097
gene-Pigr,0,0,0,0,0.01053,0.0125,0.009848,0.031795
gene-Pigm,5.247546,4.757095,5.04821,4.447273,5.178723,4.478527,7.348834,7.058133
gene-Pigl,4.603374,4.076782,4.522857,5.122987,5.284546,5.938124,2.616653,4.186609
gene-Pigo,2.558959,3.135966,3.034581,2.999564,3.435833,2.91659,5.793261,5.58793
gene-Pign,9.501221,9.582012,9.598144,9.002472,7.743802,7.539565,6.69273,6.252537
gene-Cat,29.154652,27.809063,26.695473,26.576262,26.180899,29.814098,73.534927,54.792725
gene-Gm5751,0,0,0,0.083017,0,0,0,0
gene-Pigk,12.984498,12.598962,12.986219,12.662736,13.636291,15.016092,10.781428,11.300489
NewGene_5600,0.100618,0.140258,1.755594,1.75453,1.195765,1.197179,0.146882,0.061817
gene-Pigg,4.45462,4.599803,3.973304,3.939072,3.914365,4.753329,2.281145,2.038455
gene-Pigf,16.462147,16.042686,16.864965,16.681877,18.278349,19.050493,12.170643,12.220259
gene-Piga,6.433631,6.624174,7.638676,7.310549,5.919592,5.842156,6.071685,5.9842
gene-Pigc,6.070993,6.207051,6.315864,5.79616,6.206283,6.429526,10.624581,6.041105
gene-Pigb,2.39995,3.145164,2.657346,1.905473,2.623708,2.396187,3.123877,4.72162
gene-Aif1,3.565873,4.67322,0.088161,1.49526,0.240873,10.262305,0.065285,6.474658
gene-Cyp2b23,0,0,0,0,0,0,0,0
gene-Mettl9,50.758763,42.707146,43.66878,47.522297,46.166715,36.527528,27.346204,50.720119
gene-Nutf2,52.870662,45.782274,52.063548,51.81226,47.660675,41.687643,17.236616,25.754893
gene-H2-DMb2-3,0,0,0.023825,0,0.013851,0,0.424443,0.314994
gene-H2-DMb2-2,1.494459,2.171892,2.116491,1.715509,1.902937,1.9457,14.413608,72.329712
gene-H2-DMb2-4,0,0,0.070442,0.137439,0.013851,0.108491,0.078466,0.407566
gene-Neurod1,0,0,0,0,0,0,0.019371,0
gene-Neurod2,0,0,0,0.015317,0,0,0,0
gene-Adam1a,0.85695,0.225034,0.962778,0.271209,0.211162,0.195955,0.566559,0.661813
gene-Neurod4,0,0,0.011451,0,0,0,0,0
gene-Neurod6,0,0,0,0,0,0,0,0
gene-Ip6k1,12.180474,12.848496,11.658648,12.471622,12.288419,13.367162,32.06934,18.043627
gene-Ip6k2,9.68525,10.380396,7.899045,9.275695,7.390692,6.820423,7.363584,6.829582
gene-Ip6k3,4.278998,4.190782,4.799509,4.759323,1.031364,2.430313,0.357475,0.056815
gene-Zc3hav1,26.06139,23.415528,30.735632,31.155547,30.71037,27.516846,47.876563,27.884698
gene-Grsf1,51.831334,44.60492,46.814908,49.575974,45.678923,43.715649,28.299103,26.284962
gene-Exosc10-2,16.34143,15.520222,24.972632,15.127268,18.669031,16.3743,4.617541,10.199054
gene-Dap,315.257141,290.076752,247.080276,269.662262,224.674881,207.842392,68.187469,75.278847
gene-Dao,0,0,0,0,0,0,0,0
gene-Tnfaip8l3,0.102366,0.40145,0.302424,0.245091,0.228234,0.479537,1.521002,9.982826
gene-Sytl3,0.305939,0.702273,0.165889,0.982593,1.683826,2.046338,1.431318,0.491066
gene-Slc25a18-2,0,0,0,0,0,0,0,0
gene-4933412E24Rik,0,0,0,0,0,0.027446,0,0
gene-Csf1,41.393515,47.380594,56.032345,55.603515,53.313204,56.328377,43.826633,11.560431
gene-Uba3,51.23044,50.041286,48.348585,48.023245,39.961318,45.349183,17.028315,19.652796
gene-Uba2,100.53736,93.554719,87.560328,99.714083,97.330212,93.982176,41.615867,71.176473
gene-Uba1,162.770884,166.28391,157.340161,169.33358,164.089794,171.808406,96.460663,126.454865
gene-Uba7,8.497751,10.405959,15.71352,12.819168,14.146241,15.657226,12.15777,15.408669
gene-Uba6,9.986691,8.675923,8.997142,9.13283,7.385508,8.067415,5.969955,4.857464
gene-Uba5,18.984424,18.468394,17.743963,16.719465,19.511481,18.586424,18.355943,20.032906
gene-Acsl6,4.643825,4.999765,2.206887,4.118643,2.64446,3.323533,0,0
gene-Hspa8,1925.995117,2052.124756,2102.340332,2017.550537,2175.099365,2156.103165,684.708313,1508.728638
gene-Hspa9,287.085175,283.445282,244.726425,256.77713,258.89328,265.511841,102.852325,114.36615
gene-Hspa4,82.835159,83.778954,87.939796,92.302132,88.924263,92.649521,48.819023,64.595802
gene-Hspa5,416.102241,382.794937,413.737977,418.750931,408.702042,392.046181,414.540909,417.115509
gene-Gm3752,0,0.03765,0,0,0,0,0.287099,0
gene-Hspa2,7.505125,5.625871,5.887139,6.411158,4.381604,5.295033,3.388827,1.787488
gene-Ilkap,42.056949,35.782186,33.149059,33.02943,33.509856,28.222635,20.775301,21.53321
gene-Gm38418,0,0,0.074618,0,0,0,0,0
gene-BC049352,0,0.030104,0,0,0.046917,0.062713,0.050522,0.143914
gene-Ppp1ccb,14.363339,14.264876,12.174481,15.353471,14.133102,10.745451,16.577446,12.297271
gene-Acacb,0.508152,0.4959,0.528663,1.010519,0.421454,0.34771,0,0.100084
gene-Acaca,4.502945,5.317707,4.389008,4.375256,4.349885,3.888294,3.305678,8.684597
gene-Abhd5,13.305003,11.917021,10.534429,11.777115,12.346605,11.847132,29.068491,41.283602
gene-Abhd4,16.415446,16.344276,15.370423,15.835075,18.692455,22.229513,45.997792,20.582582
gene-Abhd6,0.056063,0.576607,0.018744,0.006683,0.097856,0.150973,1.423586,0.597653
gene-Abhd3,0.66835,0.72725,0.91937,1.20103,0.899363,1.604217,0.449882,0
gene-Abhd2,13.936862,17.061485,14.887507,19.307495,12.005302,12.043641,9.593874,8.441138
NewGene_2021,0,0,0,0,0,0,0.411171,0
NewGene_2022,2.956915,2.579442,3.344925,3.473453,3.345781,2.993956,1.131712,2.95503
NewGene_2023,7.344791,6.744931,9.25168,7.842657,7.527944,6.226839,4.090685,6.654391
gene-Arfgap1,18.729043,16.020309,17.698654,18.204834,18.940598,18.9616,15.325623,16.597279
gene-Abhd8,20.998757,16.514214,16.006324,19.470362,16.382465,16.422433,5.828451,5.799845
NewGene_2026,0.796753,0,0,0,0,0,0,0
gene-Arfgap2,20.284126,19.969225,19.910055,20.767509,21.235682,22.815313,32.223641,32.319338
gene-Slc4a8,1.890481,2.291293,1.499765,1.831866,1.729074,1.738019,1.641272,1.062841
gene-Slc4a9,0,0,0,0,0,0,0,0
gene-Rasgrp2-2,0.400597,0.950559,0.905056,0.353788,4.09019,1.031886,4.028405,18.544396
gene-Olfr262,0,0,0,0,0,0,0,0
gene-Cxcl3-2,1.2808,3.966352,5.388041,5.609382,35.596287,32.499676,794.462402,21.806877
gene-Psmg3,23.320996,19.474397,21.11528,21.952474,27.837888,20.838825,15.34652,22.490328
gene-Psmg2,31.736464,26.370482,29.856408,29.628204,33.280101,29.078433,11.797479,18.567804
gene-Psmg1,16.314838,14.028964,13.935242,14.444196,32.223312,15.402794,6.222487,10.537838
gene-Slc4a3,2.260925,1.977851,1.645906,1.481283,1.387441,1.179386,0.537021,0.124497
gene-Slc4a4,0.541536,0.585788,1.000687,0.975508,0.842297,0.717589,0.070536,0.13577
gene-Slc4a5,0.016153,0,0.044351,0.019142,0,0.049363,0.096268,0.229938
gene-Psmg4,24.259373,19.014765,30.853282,20.713003,32.830077,21.008857,13.12573,14.909127
gene-Rsph1,0.041661,0.281692,0,0,0.113996,0.373044,0.917236,0.820057
gene-Rsph9,1.028774,1.773833,0.398455,0.38757,0.578561,1.522552,1.994466,0.411234
NewGene_8541,0,0,0,0.336103,0.140628,0,0,0
gene-Bcat1,16.594978,18.284397,16.747993,19.351112,18.40748,16.162058,0.312033,1.076664
gene-Bcat2,15.454232,17.947264,14.882433,16.81501,21.613917,20.031813,28.65567,52.1809
NewGene_5314,0.163224,0,0,0,0,0,0,0
gene-Chpf2,7.882862,7.879949,8.084487,9.050739,10.130739,12.398588,19.896612,17.983114
gene-Gm2004,1.357978,0.360485,1.054107,0.765688,0.973545,0.778952,0.331856,1.0569
gene-Gm2007,0.071841,0.9471,0.081774,1.02782,0.858897,0.677157,0.469334,0.603235
gene-Gm2001,0,0,0,0,0,0,0.073623,0
gene-Gm2003,0,0,0,0,0,0,0,0
gene-Gm2002,0.175437,0.154361,0.073206,0.192088,0.304299,0.081227,0.099772,0.168159
gene-Caap1,6.570179,6.338543,8.73744,8.900518,7.765729,7.201325,8.91167,7.647123
gene-Gm6588,0,0,0,0,0,0,0,0
gene-Ccser2,7.672008,8.166493,8.360936,7.815692,6.939085,6.909298,10.783998,3.087929
gene-Galm,3.07226,3.534996,4.41131,3.52504,4.103493,5.561269,11.384341,16.353889
gene-Ccser1,0.099956,0.226891,0.110046,0.009204,0.05981,0.079609,0.094761,0.096284
gene-Galc,3.394757,3.855024,2.313093,3.247786,5.268573,4.65684,16.924076,7.735364
gene-Gale,15.45128,11.892363,12.058109,10.412231,7.757296,7.674837,15.80661,22.432074
gene-Pcnx3-2,1.489751,1.062256,1.459209,1.606148,1.18664,1.245994,1.71647,1.164178
gene-Galp,0,0,0,0,0,0,0,0
gene-Galt,7.449047,8.596837,7.510825,7.162139,7.5333,8.932655,7.574131,11.000706
gene-Mc4r,0,0,0,0,0,0,0,0
gene-Ten1,15.337687,15.431144,13.595154,17.291847,16.132586,14.674877,23.110332,28.443968
gene-4930523C07Rik,8.050984,9.699461,8.210314,8.566343,7.65414,9.493861,4.888407,5.917242
gene-Morf4l1b,53.062447,31.279823,37.673386,40.431625,29.914957,32.718529,29.059446,45.010136
gene-Csdc2,0.133861,0.196501,0.020088,0.06884,0.038002,0.057967,0.027594,0.015117
gene-Aak1,4.251547,4.736325,4.339678,4.730949,5.142451,5.553171,7.975658,6.028077
gene-Gm525,0,0,0,0,0,0,0,0
NewGene_3853,0,0,0,0,0,0,1.21472,1.774043
gene-Gm527,1.068628,0.770561,0.815594,0.968565,1.318044,0.535494,1.173364,0.252148
NewGene_3851,1.614231,0.95838,0.887389,0.76289,1.700176,1.141679,0.745673,0.620088
NewGene_3856,0,0.907552,0,0.137318,0.36819,0,0.598774,0.648835
NewGene_3857,0.926472,0.483579,1.230551,1.547931,1.346105,1.626458,1.315923,0.369998
NewGene_3855,0.392503,0.478955,0.351125,0.700502,0.848434,1.412333,0,0
NewGene_3858,1.873893,2.007849,1.193352,2.14472,1.488244,1.991416,3.720969,2.132846
gene-Hk2-2,1.342627,2.398029,1.605769,1.023713,1.138322,1.702372,2.029643,1.259289
gene-Olfr449,0,0,0,0,0,0,0,0
gene-Gm20824-2,0,0,0,0,0,0,0,0
gene-Gm9780,27.843401,23.164948,35.107552,32.744904,16.990356,23.054836,0,0.036627
gene-Gm9789,0,0,0,0,0,0,0,0
gene-6430548M08Rik,1.021038,1.108376,1.253499,1.055086,1.833451,1.436566,4.252492,18.769341
gene-Tuba1b,1174.918335,1207.406372,1259.314453,1452.015503,1268.288574,1294.236572,458.771271,1053.240356
gene-Tuba1c,292.84787,319.888428,367.803284,422.049683,386.132324,367.005707,190.931107,307.519653
gene-Tuba1a,611.534607,554.909119,549.107361,690.423584,480.9599,502.686646,189.78891,228.086777
gene-Tas2r140,0,0,0,0,0,0,0,0
gene-Tas2r143,0,0,0,0,0,0,0,0.029577
gene-Tas2r144,0,0,0,0,0,0,0,0
gene-Dbf4,45.098878,41.642089,48.80167,49.473457,46.083728,42.949944,17.403528,29.379872
gene-Gm9257,0.112508,0,0,0,0,0,0,0
gene-Vasn,30.802139,27.723387,25.804638,26.177078,24.297504,22.179916,2.901789,0.655957
gene-Pla2g12b,0,0,0,0,0,0,0,0
gene-Pla2g12a,17.481642,18.581116,15.316115,17.765978,18.42195,17.167663,11.865357,12.0676
gene-Fam83f,0.213604,0.492568,0.41566,0.684755,2.259765,2.221421,0.491474,0.388357
gene-Fam83g,0.019619,0.05339,0.057816,0.010386,0.038988,0.037632,0.098025,0.020704
gene-Fam83d,18.779328,16.129333,21.51435,21.574044,16.758117,16.170478,4.112235,8.361033
gene-Fam83e,0.043903,0,0.017363,0,0.080362,0,0,0
gene-Fam83b,0,0,0,0,0,0,0,0
gene-Fam83c,0.062265,0.075768,0.270853,0.042751,0.06234,0.108931,0,0
gene-Fam83a,0.020848,0.043457,0.009921,0.067664,0.020784,0.010901,0.008725,0
gene-Fam83h,1.095644,1.327119,1.561632,1.053581,1.254879,1.353124,0.560841,0.11177
NewGene_5034,0,0,0.298666,0,0,0.231565,0,0
gene-Gm17124,0,0,0,0,0,0,0,0
gene-Dynlrb1,156.79767,152.38898,142.783859,134.036217,157.321605,147.878202,93.870188,91.67402
gene-Cdh5,10.389161,15.27842,8.526599,8.358309,13.516107,12.571165,0.980248,0.100801
gene-Cdh6,0,0.004698,0.009146,0,0,0.01675,0.017417,0
gene-Dynlrb2,0,0,0,0,0,0,0,0
gene-Gm44504,0.149521,0.144876,0,0,0.21235,0.76099,0.196341,0.097422
gene-Cdh2,5.902617,6.323267,5.696751,5.223722,5.44639,5.251451,0.006949,0.021655
gene-Cdh3,0.06904,0.321233,0.168885,0.27924,0.982992,0.851052,0.023533,0.032527
gene-Cdh8,0,0,0,0,0,0,0,0
gene-Cdh9,0,0,0,0,0.019999,0.037354,0,0
gene-Ido2,0.351192,0.701994,1.232266,0.759439,0.271508,0.497441,1.452152,0.078916
gene-Ido1,2.410634,2.129544,6.351824,3.490755,4.126217,3.233879,2.716244,0.178773
gene-Xrcc6,39.668001,34.528613,35.848708,36.376817,37.025684,37.413023,13.436705,19.12778
gene-Cys1,0,0.041358,0,0,0.035497,0.191425,0,0
gene-Xrcc4,9.999316,9.074961,10.356235,9.419469,9.924234,9.540902,6.738949,5.478037
gene-Xrcc5,23.590384,18.953319,16.121856,22.475523,13.50877,15.389528,3.590293,2.543616
gene-Hbb-bh1,0,0,0,0,0,0.134083,0,0
gene-Xrcc3,4.165914,4.141465,2.719249,3.890162,2.942766,1.949148,4.927185,7.823533
gene-Xrcc1,26.100077,25.230505,25.421593,26.658091,22.814457,23.268432,10.372449,16.01951
gene-Ocel1,3.347323,2.152952,2.622098,2.072048,3.289878,3.018229,4.553247,3.515264
gene-Srms,0.196174,0.142246,0,0.244259,0,0.108427,0.222338,0.061866
gene-Defa27,0,0,0,0,0,0,0,0
NewGene_2818,4.923021,1.686354,5.64755,7.494849,4.235209,2.455719,0,0
NewGene_5849,0,0,0,0,0,0,0.373533,0.698178
NewGene_5848,0,0,0,0,0,0,1.276096,1.199092
gene-Taar7f,0,0,0,0,0,0,0,0
gene-Taar7d,0,0,0,0,0,0,0,0
gene-Taar7e,0,0,0,0,0,0,0,0
gene-Taar7b,0,0,0,0,0,0,0,0
NewGene_2814,0,0,0.167846,0,0,0,0,0
NewGene_2817,0,0,0.090523,0.252077,0,0,0,0
gene-Taar7a,0,0,0,0,0,0,0,0
gene-BC035044,0.035852,0.486167,0.169902,0.154412,0.361062,0.712842,7.438698,13.52233
gene-Atg4a-2,2.768987,2.674159,2.474512,2.421739,2.532023,2.73977,3.396888,3.223582
gene-Gm8126,0.143711,0,0.558552,0.246284,0.059081,0.06595,0,0
gene-Gm8127,0,0,0.063668,0,0,0.041189,0,0
gene-Ap2b1-3,0.292705,3.50073,0.784188,2.506069,0.426572,4.239277,2.909434,1.998689
gene-Ap2b1-2,0.915801,0.651372,0.303673,0.649942,0.436408,0.507212,0.648861,0.2422
gene-A930017K11Rik,0,0,0,0,0,0,0,0
gene-Thrb,0.018008,0,0.02508,0.026792,0.038967,0.023115,0.188143,0.06811
gene-Thra,14.666726,14.893173,14.637757,17.122521,11.758263,12.941101,2.316195,2.282906
gene-Lima1,43.577326,44.368674,41.386427,45.493979,39.291517,41.745682,27.327547,13.642869
gene-Bmp8b,0.025308,0,0.013381,0,0,0,0,0
gene-Bmp8a,0,0,0,0,0,0.019872,0.157086,0
gene-Gabre-2,0,0,0.049103,0,0,0,0,0
gene-Rfxap,9.228212,9.590432,7.581077,8.048055,9.065842,7.489877,5.814669,7.530435
gene-Gm10476,0.048867,0,0,0,0,0,0,0
gene-Ssbp2,1.118007,1.293878,1.328995,3.869337,1.650848,1.80921,3.742995,3.621472
gene-Gm10471,0,0,0.030134,0,0,0.010989,0,0
gene-Ssbp1,29.521201,23.829914,30.770289,27.736316,27.314327,23.050204,17.748166,18.720327
gene-Pop7,9.951731,8.747844,10.510269,11.065728,12.498976,10.333604,15.137419,13.161013
gene-Pop4,33.951069,33.760938,41.086238,38.936638,34.483461,37.965238,50.24695,49.429629
gene-Pop5,9.83375,8.801959,9.977958,9.191916,11.477073,8.521574,10.445572,17.880422
gene-Gm10479,0.096333,0.11476,0.24797,0.218222,0.172731,0.157799,0,0
gene-Pop1,6.689617,8.200558,9.028293,10.620956,13.687019,12.542348,5.305842,8.703504
gene-Aadacl4,0,0,0,0,0,0,0,0
gene-Vwc2l,0,0,0,0,0,0,0,0
gene-Aadacl3,0,0,0,0,0,0,0,0
gene-Kctd21,1.183708,1.45365,0.670347,1.06066,1.552446,1.772475,3.864819,1.803201
gene-Kctd20,13.423232,14.063661,13.07796,15.556127,13.527055,14.061866,16.677903,30.971701
gene-Tyms,11.877053,11.884292,11.837818,12.712059,14.919313,12.908896,10.603071,15.356263
gene-Tymp,1.490034,1.243864,1.219772,1.577831,1.482357,0.872241,0.844531,0.728293
gene-Rln1,0,0,0,0,0,0,0,0
gene-Klrb1c,1.008657,1.973607,0.99721,0.965275,3.066498,3.209597,0,0.016696
gene-Klrb1b,2.099882,4.838005,2.193147,3.889532,5.12134,7.829651,6.226468,4.855328
gene-Klrb1f,0.120186,0.783328,0.062124,0.063392,0.562926,1.164358,0.288284,5.10336
NewGene_1548,0.10935,0,0,0,1.084903,0,0,0
NewGene_1541,0.91672,0.806753,1.263193,0.532759,0.545642,0.609462,3.344119,1.763596
NewGene_1547,1.090539,0.321827,0.190408,0.61086,1.81867,0.676623,0.636095,1.176363
NewGene_1544,0.097934,0,0.214985,0.382943,0.087578,0,0,0
